state,city,pollutant,value,year,month,day
California,Long Beach,O3,0.026500000000000003,2012,12,357
California,Long Beach,SO2,2.125,2012,12,357
California,Long Beach,CO,0.525,2012,12,358
California,Long Beach,NO2,24.65,2012,12,358
California,Long Beach,O3,0.0325,2012,12,358
California,Long Beach,SO2,0.4,2012,12,358
California,Long Beach,CO,1.0,2012,12,359
California,Long Beach,NO2,28.25,2012,12,359
California,Long Beach,O3,0.024,2012,12,359
California,Long Beach,SO2,0.225,2012,12,359
California,Long Beach,CO,1.725,2012,12,360
California,Long Beach,NO2,28.15,2012,12,360
California,Long Beach,O3,0.02,2012,12,360
California,Long Beach,SO2,0.5,2012,12,360
California,Long Beach,CO,1.475,2012,12,361
California,Long Beach,NO2,35.35,2012,12,361
California,Long Beach,O3,0.033,2012,12,361
California,Long Beach,SO2,0.7000000000000001,2012,12,361
California,Long Beach,CO,0.9,2012,12,362
California,Long Beach,NO2,43.2,2012,12,362
California,Long Beach,O3,0.029,2012,12,362
California,Long Beach,SO2,0.575,2012,12,362
California,Long Beach,CO,1.325,2012,12,363
California,Long Beach,NO2,45.7,2012,12,363
California,Long Beach,O3,0.0225,2012,12,363
California,Long Beach,SO2,2.225,2012,12,363
California,Long Beach,CO,1.525,2012,12,364
California,Long Beach,NO2,39.1,2012,12,364
California,Long Beach,O3,0.0195,2012,12,364
California,Long Beach,SO2,0.7,2012,12,364
California,Long Beach,CO,1.325,2012,12,365
California,Long Beach,NO2,35.65,2012,12,365
California,Long Beach,O3,0.0285,2012,12,365
California,Long Beach,SO2,0.65,2012,12,365
California,Long Beach,CO,1.825,2012,12,366
California,Long Beach,NO2,37.0,2012,12,366
California,Long Beach,O3,0.0255,2012,12,366
California,Long Beach,SO2,1.0,2012,12,366
California,Long Beach,CO,2.375,2013,1,1
California,Long Beach,NO2,37.75,2013,1,1
California,Long Beach,O3,0.022000000000000002,2013,1,1
California,Long Beach,SO2,0.975,2013,1,1
California,Long Beach,CO,1.65,2013,1,2
California,Long Beach,NO2,53.25,2013,1,2
California,Long Beach,O3,0.0195,2013,1,2
California,Long Beach,SO2,2.575,2013,1,2
California,Long Beach,CO,2.4000000000000004,2013,1,3
California,Long Beach,NO2,59.5,2013,1,3
California,Long Beach,O3,0.011000000000000001,2013,1,3
California,Long Beach,SO2,3.3,2013,1,3
California,Long Beach,CO,1.7000000000000002,2013,1,4
California,Long Beach,NO2,52.5,2013,1,4
California,Long Beach,O3,0.011000000000000001,2013,1,4
California,Long Beach,SO2,3.95,2013,1,4
California,Long Beach,CO,2.6,2013,1,5
California,Long Beach,NO2,55.9,2013,1,5
California,Long Beach,O3,0.011000000000000001,2013,1,5
California,Long Beach,SO2,3.65,2013,1,5
California,Long Beach,CO,1.4,2013,1,6
California,Long Beach,NO2,38.2,2013,1,6
California,Long Beach,O3,0.038,2013,1,6
California,Long Beach,SO2,1.0,2013,1,6
California,Long Beach,CO,1.75,2013,1,7
California,Long Beach,NO2,48.6,2013,1,7
California,Long Beach,O3,0.025,2013,1,7
California,Long Beach,SO2,1.35,2013,1,7
California,Long Beach,CO,2.5,2013,1,8
California,Long Beach,NO2,46.1,2013,1,8
California,Long Beach,O3,0.011000000000000001,2013,1,8
California,Long Beach,SO2,2.2,2013,1,8
California,Long Beach,CO,3.35,2013,1,9
California,Long Beach,NO2,73.8,2013,1,9
California,Long Beach,O3,0.01,2013,1,9
California,Long Beach,SO2,4.55,2013,1,9
California,Long Beach,CO,0.5,2013,1,10
California,Long Beach,NO2,38.1,2013,1,10
California,Long Beach,O3,0.03,2013,1,10
California,Long Beach,SO2,1.0,2013,1,10
California,Long Beach,CO,0.6,2013,1,11
California,Long Beach,NO2,37.8,2013,1,11
California,Long Beach,O3,0.027000000000000003,2013,1,11
California,Long Beach,SO2,1.7000000000000002,2013,1,11
California,Long Beach,CO,1.55,2013,1,12
California,Long Beach,NO2,41.6,2013,1,12
California,Long Beach,O3,0.024,2013,1,12
California,Long Beach,SO2,1.4,2013,1,12
California,Long Beach,CO,1.7,2013,1,13
California,Long Beach,NO2,42.7,2013,1,13
California,Long Beach,O3,0.033,2013,1,13
California,Long Beach,SO2,3.65,2013,1,13
California,Long Beach,CO,1.1,2013,1,14
California,Long Beach,NO2,53.8,2013,1,14
California,Long Beach,O3,0.027000000000000003,2013,1,14
California,Long Beach,SO2,1.75,2013,1,14
California,Long Beach,CO,2.7,2013,1,15
California,Long Beach,NO2,57.9,2013,1,15
California,Long Beach,O3,0.023,2013,1,15
California,Long Beach,SO2,3.55,2013,1,15
California,Long Beach,CO,2.5,2013,1,16
California,Long Beach,NO2,60.2,2013,1,16
California,Long Beach,O3,0.008,2013,1,16
California,Long Beach,SO2,5.699999999999998,2013,1,16
California,Long Beach,CO,2.9,2013,1,17
California,Long Beach,NO2,71.2,2013,1,17
California,Long Beach,O3,0.013999999999999999,2013,1,17
California,Long Beach,SO2,3.9,2013,1,17
California,Long Beach,CO,1.9,2013,1,18
California,Long Beach,NO2,61.5,2013,1,18
California,Long Beach,O3,0.013000000000000001,2013,1,18
California,Long Beach,SO2,4.4,2013,1,18
California,Long Beach,CO,2.05,2013,1,19
California,Long Beach,NO2,55.3,2013,1,19
California,Long Beach,O3,0.021,2013,1,19
California,Long Beach,SO2,3.2,2013,1,19
California,Long Beach,CO,1.3,2013,1,20
California,Long Beach,NO2,44.7,2013,1,20
California,Long Beach,O3,0.032,2013,1,20
California,Long Beach,SO2,5.35,2013,1,20
California,Long Beach,CO,1.75,2013,1,21
California,Long Beach,NO2,77.1,2013,1,21
California,Long Beach,O3,0.013999999999999999,2013,1,21
California,Long Beach,SO2,6.0,2013,1,21
California,Long Beach,CO,2.05,2013,1,22
California,Long Beach,NO2,77.6,2013,1,22
California,Long Beach,O3,0.009000000000000001,2013,1,22
California,Long Beach,SO2,9.25,2013,1,22
California,Long Beach,CO,2.7,2013,1,23
California,Long Beach,NO2,77.2,2013,1,23
California,Long Beach,O3,0.013000000000000001,2013,1,23
California,Long Beach,SO2,2.95,2013,1,23
California,Long Beach,CO,1.3,2013,1,24
California,Long Beach,NO2,44.6,2013,1,24
California,Long Beach,O3,0.013999999999999999,2013,1,24
California,Long Beach,SO2,1.0,2013,1,24
California,Long Beach,CO,1.2000000000000002,2013,1,25
California,Long Beach,NO2,37.9,2013,1,25
California,Long Beach,O3,0.006999999999999999,2013,1,25
California,Long Beach,SO2,0.9,2013,1,25
California,Long Beach,CO,0.75,2013,1,26
California,Long Beach,NO2,26.9,2013,1,26
California,Long Beach,O3,0.023,2013,1,26
California,Long Beach,SO2,1.25,2013,1,26
California,Long Beach,CO,0.45,2013,1,27
California,Long Beach,NO2,33.7,2013,1,27
California,Long Beach,O3,0.033,2013,1,27
California,Long Beach,SO2,1.05,2013,1,27
California,Long Beach,CO,0.45,2013,1,28
California,Long Beach,NO2,26.4,2013,1,28
California,Long Beach,O3,0.031,2013,1,28
California,Long Beach,SO2,2.4000000000000004,2013,1,28
California,Long Beach,CO,1.5,2013,1,29
California,Long Beach,NO2,40.5,2013,1,29
California,Long Beach,O3,0.019,2013,1,29
California,Long Beach,SO2,2.1,2013,1,29
California,Long Beach,CO,2.25,2013,1,30
California,Long Beach,NO2,56.0,2013,1,30
California,Long Beach,O3,0.013000000000000001,2013,1,30
California,Long Beach,SO2,5.6,2013,1,30
California,Long Beach,CO,2.45,2013,1,31
California,Long Beach,NO2,62.0,2013,1,31
California,Long Beach,O3,0.018000000000000002,2013,1,31
California,Long Beach,SO2,7.649999999999999,2013,1,31
California,Long Beach,CO,1.85,2013,2,32
California,Long Beach,NO2,55.8,2013,2,32
California,Long Beach,O3,0.011000000000000001,2013,2,32
California,Long Beach,SO2,4.2,2013,2,32
California,Long Beach,CO,2.05,2013,2,33
California,Long Beach,NO2,61.8,2013,2,33
California,Long Beach,O3,0.013999999999999999,2013,2,33
California,Long Beach,SO2,8.45,2013,2,33
California,Long Beach,CO,0.95,2013,2,34
California,Long Beach,NO2,32.4,2013,2,34
California,Long Beach,O3,0.027999999999999997,2013,2,34
California,Long Beach,SO2,3.2,2013,2,34
California,Long Beach,CO,0.7,2013,2,35
California,Long Beach,NO2,32.9,2013,2,35
California,Long Beach,O3,0.027000000000000003,2013,2,35
California,Long Beach,SO2,5.25,2013,2,35
California,Long Beach,CO,0.55,2013,2,36
California,Long Beach,NO2,32.9,2013,2,36
California,Long Beach,O3,0.026000000000000002,2013,2,36
California,Long Beach,SO2,1.2,2013,2,36
California,Long Beach,CO,0.6,2013,2,37
California,Long Beach,NO2,42.5,2013,2,37
California,Long Beach,O3,0.032,2013,2,37
California,Long Beach,SO2,2.3,2013,2,37
California,Long Beach,CO,1.85,2013,2,38
California,Long Beach,NO2,44.8,2013,2,38
California,Long Beach,O3,0.036000000000000004,2013,2,38
California,Long Beach,SO2,1.4,2013,2,38
California,Long Beach,CO,0.6,2013,2,39
California,Long Beach,NO2,39.7,2013,2,39
California,Long Beach,O3,0.034,2013,2,39
California,Long Beach,SO2,0.9,2013,2,39
California,Long Beach,CO,1.25,2013,2,40
California,Long Beach,NO2,39.2,2013,2,40
California,Long Beach,O3,0.032,2013,2,40
California,Long Beach,SO2,1.95,2013,2,40
California,Long Beach,CO,0.9,2013,2,41
California,Long Beach,NO2,39.1,2013,2,41
California,Long Beach,O3,0.036000000000000004,2013,2,41
California,Long Beach,SO2,1.3,2013,2,41
California,Long Beach,CO,1.9,2013,2,42
California,Long Beach,NO2,48.1,2013,2,42
California,Long Beach,O3,0.034,2013,2,42
California,Long Beach,SO2,3.1,2013,2,42
California,Long Beach,CO,1.4500000000000002,2013,2,43
California,Long Beach,NO2,49.3,2013,2,43
California,Long Beach,O3,0.027999999999999997,2013,2,43
California,Long Beach,SO2,3.1,2013,2,43
California,Long Beach,CO,1.8,2013,2,44
California,Long Beach,NO2,48.2,2013,2,44
California,Long Beach,O3,0.013999999999999999,2013,2,44
California,Long Beach,SO2,3.25,2013,2,44
California,Long Beach,CO,2.35,2013,2,45
California,Long Beach,NO2,69.0,2013,2,45
California,Long Beach,O3,0.017,2013,2,45
California,Long Beach,SO2,9.2,2013,2,45
California,Long Beach,CO,2.3,2013,2,46
California,Long Beach,NO2,62.1,2013,2,46
California,Long Beach,O3,0.023,2013,2,46
California,Long Beach,SO2,5.0,2013,2,46
California,Long Beach,CO,1.4,2013,2,47
California,Long Beach,NO2,52.4,2013,2,47
California,Long Beach,O3,0.040999999999999995,2013,2,47
California,Long Beach,SO2,5.3,2013,2,47
California,Long Beach,CO,1.1,2013,2,48
California,Long Beach,NO2,44.9,2013,2,48
California,Long Beach,O3,0.043,2013,2,48
California,Long Beach,SO2,1.85,2013,2,48
California,Long Beach,CO,0.45,2013,2,49
California,Long Beach,NO2,15.3,2013,2,49
California,Long Beach,O3,0.042,2013,2,49
California,Long Beach,SO2,1.35,2013,2,49
California,Long Beach,CO,0.4,2013,2,50
California,Long Beach,NO2,17.7,2013,2,50
California,Long Beach,O3,0.038,2013,2,50
California,Long Beach,SO2,0.05,2013,2,50
California,Long Beach,CO,0.4,2013,2,51
California,Long Beach,NO2,34.1,2013,2,51
California,Long Beach,O3,0.03,2013,2,51
California,Long Beach,SO2,0.8,2013,2,51
California,Long Beach,CO,0.85,2013,2,52
California,Long Beach,NO2,46.0,2013,2,52
California,Long Beach,O3,0.028999999999999998,2013,2,52
California,Long Beach,SO2,3.3,2013,2,52
California,Long Beach,CO,1.55,2013,2,53
California,Long Beach,NO2,44.7,2013,2,53
California,Long Beach,O3,0.031,2013,2,53
California,Long Beach,SO2,6.449999999999998,2013,2,53
California,Long Beach,CO,1.65,2013,2,54
California,Long Beach,NO2,42.3,2013,2,54
California,Long Beach,O3,0.037000000000000005,2013,2,54
California,Long Beach,SO2,4.550000000000002,2013,2,54
California,Long Beach,CO,0.95,2013,2,55
California,Long Beach,NO2,39.1,2013,2,55
California,Long Beach,O3,0.042,2013,2,55
California,Long Beach,SO2,4.15,2013,2,55
California,Long Beach,CO,1.4,2013,2,56
California,Long Beach,NO2,49.8,2013,2,56
California,Long Beach,O3,0.027000000000000003,2013,2,56
California,Long Beach,SO2,5.45,2013,2,56
California,Long Beach,CO,1.45,2013,2,57
California,Long Beach,NO2,54.0,2013,2,57
California,Long Beach,O3,0.025,2013,2,57
California,Long Beach,SO2,7.15,2013,2,57
California,Long Beach,CO,1.35,2013,2,58
California,Long Beach,NO2,65.6,2013,2,58
California,Long Beach,O3,0.036000000000000004,2013,2,58
California,Long Beach,SO2,2.6,2013,2,58
California,Long Beach,CO,1.7999999999999998,2013,2,59
California,Long Beach,NO2,64.5,2013,2,59
California,Long Beach,O3,0.036000000000000004,2013,2,59
California,Long Beach,SO2,5.6,2013,2,59
California,Long Beach,CO,1.3,2013,3,60
California,Long Beach,NO2,62.4,2013,3,60
California,Long Beach,O3,0.035,2013,3,60
California,Long Beach,SO2,5.15,2013,3,60
California,Long Beach,CO,1.375,2013,3,61
California,Long Beach,NO2,57.65000000000001,2013,3,61
California,Long Beach,O3,0.047,2013,3,61
California,Long Beach,SO2,6.475,2013,3,61
California,Long Beach,CO,0.55,2013,3,62
California,Long Beach,NO2,29.950000000000006,2013,3,62
California,Long Beach,O3,0.035500000000000004,2013,3,62
California,Long Beach,SO2,3.2750000000000004,2013,3,62
California,Long Beach,CO,0.45,2013,3,63
California,Long Beach,NO2,28.95,2013,3,63
California,Long Beach,O3,0.0325,2013,3,63
California,Long Beach,SO2,1.975,2013,3,63
California,Long Beach,CO,0.5,2013,3,64
California,Long Beach,NO2,28.5,2013,3,64
California,Long Beach,O3,0.035500000000000004,2013,3,64
California,Long Beach,SO2,0.6,2013,3,64
California,Long Beach,CO,0.6,2013,3,65
California,Long Beach,NO2,33.45,2013,3,65
California,Long Beach,O3,0.0365,2013,3,65
California,Long Beach,SO2,0.8,2013,3,65
California,Long Beach,CO,0.45,2013,3,66
California,Long Beach,NO2,23.7,2013,3,66
California,Long Beach,O3,0.035500000000000004,2013,3,66
California,Long Beach,SO2,0.6,2013,3,66
California,Long Beach,CO,0.45,2013,3,67
California,Long Beach,NO2,24.2,2013,3,67
California,Long Beach,O3,0.0385,2013,3,67
California,Long Beach,SO2,0.35,2013,3,67
California,Long Beach,CO,0.55,2013,3,68
California,Long Beach,NO2,29.55,2013,3,68
California,Long Beach,O3,0.0375,2013,3,68
California,Long Beach,SO2,1.0,2013,3,68
California,Long Beach,CO,0.95,2013,3,69
California,Long Beach,NO2,34.4,2013,3,69
California,Long Beach,O3,0.042,2013,3,69
California,Long Beach,SO2,1.575,2013,3,69
California,Long Beach,CO,1.425,2013,3,70
California,Long Beach,NO2,41.4,2013,3,70
California,Long Beach,O3,0.0335,2013,3,70
California,Long Beach,SO2,2.9,2013,3,70
California,Long Beach,CO,1.625,2013,3,71
California,Long Beach,NO2,52.6,2013,3,71
California,Long Beach,O3,0.040999999999999995,2013,3,71
California,Long Beach,SO2,2.825,2013,3,71
California,Long Beach,CO,0.975,2013,3,72
California,Long Beach,NO2,52.45,2013,3,72
California,Long Beach,O3,0.035,2013,3,72
California,Long Beach,SO2,2.225,2013,3,72
California,Long Beach,CO,0.8,2013,3,73
California,Long Beach,NO2,47.95,2013,3,73
California,Long Beach,O3,0.038,2013,3,73
California,Long Beach,SO2,1.85,2013,3,73
California,Long Beach,CO,0.5,2013,3,74
California,Long Beach,NO2,28.55,2013,3,74
California,Long Beach,O3,0.0345,2013,3,74
California,Long Beach,SO2,0.725,2013,3,74
California,Long Beach,CO,0.375,2013,3,75
California,Long Beach,NO2,15.8,2013,3,75
California,Long Beach,O3,0.0485,2013,3,75
California,Long Beach,SO2,0.05,2013,3,75
California,Long Beach,CO,0.375,2013,3,76
California,Long Beach,NO2,14.85,2013,3,76
California,Long Beach,O3,0.054000000000000006,2013,3,76
California,Long Beach,SO2,0.0,2013,3,76
California,Long Beach,CO,0.475,2013,3,77
California,Long Beach,NO2,30.35,2013,3,77
California,Long Beach,O3,0.048,2013,3,77
California,Long Beach,SO2,0.07500000000000001,2013,3,77
California,Long Beach,CO,0.75,2013,3,78
California,Long Beach,NO2,37.35,2013,3,78
California,Long Beach,O3,0.044000000000000004,2013,3,78
California,Long Beach,SO2,1.025,2013,3,78
California,Long Beach,CO,0.875,2013,3,79
California,Long Beach,NO2,35.2,2013,3,79
California,Long Beach,O3,0.038,2013,3,79
California,Long Beach,SO2,1.7,2013,3,79
California,Long Beach,CO,0.35,2013,3,80
California,Long Beach,NO2,32.2,2013,3,80
California,Long Beach,O3,0.039,2013,3,80
California,Long Beach,SO2,0.65,2013,3,80
California,Long Beach,CO,0.35,2013,3,81
California,Long Beach,NO2,33.7,2013,3,81
California,Long Beach,O3,0.044000000000000004,2013,3,81
California,Long Beach,SO2,0.75,2013,3,81
California,Long Beach,CO,0.35,2013,3,82
California,Long Beach,NO2,23.4,2013,3,82
California,Long Beach,O3,0.053,2013,3,82
California,Long Beach,SO2,0.45,2013,3,82
California,Long Beach,CO,0.35,2013,3,83
California,Long Beach,NO2,18.8,2013,3,83
California,Long Beach,O3,0.057999999999999996,2013,3,83
California,Long Beach,SO2,1.85,2013,3,83
California,Long Beach,CO,0.45,2013,3,84
California,Long Beach,NO2,26.1,2013,3,84
California,Long Beach,O3,0.048,2013,3,84
California,Long Beach,SO2,0.8,2013,3,84
California,Long Beach,CO,0.4,2013,3,85
California,Long Beach,NO2,32.2,2013,3,85
California,Long Beach,O3,0.046,2013,3,85
California,Long Beach,SO2,0.35,2013,3,85
California,Long Beach,CO,0.3,2013,3,86
California,Long Beach,NO2,16.0,2013,3,86
California,Long Beach,O3,0.038,2013,3,86
California,Long Beach,SO2,0.05,2013,3,86
California,Long Beach,CO,0.35,2013,3,87
California,Long Beach,NO2,29.6,2013,3,87
California,Long Beach,O3,0.034,2013,3,87
California,Long Beach,SO2,1.6,2013,3,87
California,Long Beach,CO,0.45,2013,3,88
California,Long Beach,NO2,28.5,2013,3,88
California,Long Beach,O3,0.03,2013,3,88
California,Long Beach,SO2,1.65,2013,3,88
California,Long Beach,CO,0.35,2013,3,89
California,Long Beach,NO2,20.5,2013,3,89
California,Long Beach,O3,0.028999999999999998,2013,3,89
California,Long Beach,SO2,0.95,2013,3,89
California,Long Beach,CO,0.25,2013,3,90
California,Long Beach,NO2,7.3,2013,3,90
California,Long Beach,O3,0.03,2013,3,90
California,Long Beach,SO2,0.1,2013,3,90
California,Long Beach,CO,0.3,2013,4,91
California,Long Beach,NO2,16.1,2013,4,91
California,Long Beach,O3,0.037000000000000005,2013,4,91
California,Long Beach,SO2,0.05,2013,4,91
California,Long Beach,CO,0.4,2013,4,92
California,Long Beach,NO2,24.2,2013,4,92
California,Long Beach,O3,0.04,2013,4,92
California,Long Beach,SO2,0.8,2013,4,92
California,Long Beach,CO,0.35,2013,4,93
California,Long Beach,NO2,20.3,2013,4,93
California,Long Beach,O3,0.045,2013,4,93
California,Long Beach,SO2,0.7,2013,4,93
California,Long Beach,CO,0.35,2013,4,94
California,Long Beach,NO2,18.5,2013,4,94
California,Long Beach,O3,0.036000000000000004,2013,4,94
California,Long Beach,SO2,0.05,2013,4,94
California,Long Beach,CO,0.35,2013,4,95
California,Long Beach,NO2,23.5,2013,4,95
California,Long Beach,O3,0.033,2013,4,95
California,Long Beach,SO2,0.6000000000000001,2013,4,95
California,Long Beach,CO,0.3,2013,4,96
California,Long Beach,NO2,29.6,2013,4,96
California,Long Beach,O3,0.040999999999999995,2013,4,96
California,Long Beach,SO2,0.0,2013,4,96
California,Long Beach,CO,0.35,2013,4,97
California,Long Beach,NO2,16.8,2013,4,97
California,Long Beach,O3,0.042,2013,4,97
California,Long Beach,SO2,0.0,2013,4,97
California,Long Beach,CO,0.3,2013,4,98
California,Long Beach,NO2,18.9,2013,4,98
California,Long Beach,O3,0.046,2013,4,98
California,Long Beach,SO2,1.5499999999999998,2013,4,98
California,Long Beach,CO,0.45,2013,4,99
California,Long Beach,NO2,32.9,2013,4,99
California,Long Beach,O3,0.047,2013,4,99
California,Long Beach,SO2,0.1,2013,4,99
California,Long Beach,CO,0.8,2013,4,100
California,Long Beach,NO2,38.1,2013,4,100
California,Long Beach,O3,0.047,2013,4,100
California,Long Beach,SO2,1.4500000000000002,2013,4,100
California,Long Beach,CO,0.5,2013,4,101
California,Long Beach,NO2,31.9,2013,4,101
California,Long Beach,O3,0.045,2013,4,101
California,Long Beach,SO2,0.0,2013,4,101
California,Long Beach,CO,0.35,2013,4,102
California,Long Beach,NO2,20.3,2013,4,102
California,Long Beach,O3,0.048,2013,4,102
California,Long Beach,SO2,0.6,2013,4,102
California,Long Beach,CO,0.3,2013,4,103
California,Long Beach,NO2,12.6,2013,4,103
California,Long Beach,O3,0.047,2013,4,103
California,Long Beach,SO2,0.0,2013,4,103
California,Long Beach,CO,0.25,2013,4,104
California,Long Beach,NO2,8.8,2013,4,104
California,Long Beach,O3,0.040999999999999995,2013,4,104
California,Long Beach,SO2,0.0,2013,4,104
California,Long Beach,CO,0.4,2013,4,105
California,Long Beach,NO2,25.1,2013,4,105
California,Long Beach,O3,0.04,2013,4,105
California,Long Beach,SO2,0.0,2013,4,105
California,Long Beach,CO,0.45,2013,4,106
California,Long Beach,NO2,23.3,2013,4,106
California,Long Beach,O3,0.0415,2013,4,106
California,Long Beach,SO2,0.75,2013,4,106
California,Long Beach,CO,0.425,2013,4,107
California,Long Beach,NO2,36.95,2013,4,107
California,Long Beach,O3,0.0465,2013,4,107
California,Long Beach,SO2,0.775,2013,4,107
California,Long Beach,CO,0.975,2013,4,108
California,Long Beach,NO2,51.4,2013,4,108
California,Long Beach,O3,0.0515,2013,4,108
California,Long Beach,SO2,1.075,2013,4,108
California,Long Beach,CO,1.1,2013,4,109
California,Long Beach,NO2,52.3,2013,4,109
California,Long Beach,O3,0.053500000000000006,2013,4,109
California,Long Beach,SO2,2.3,2013,4,109
California,Long Beach,CO,0.475,2013,4,110
California,Long Beach,NO2,23.3,2013,4,110
California,Long Beach,O3,0.0565,2013,4,110
California,Long Beach,SO2,1.3,2013,4,110
California,Long Beach,CO,0.4,2013,4,111
California,Long Beach,NO2,12.5,2013,4,111
California,Long Beach,O3,0.0455,2013,4,111
California,Long Beach,SO2,0.05,2013,4,111
California,Long Beach,CO,0.375,2013,4,112
California,Long Beach,NO2,14.85,2013,4,112
California,Long Beach,O3,0.046,2013,4,112
California,Long Beach,SO2,0.95,2013,4,112
California,Long Beach,CO,0.375,2013,4,113
California,Long Beach,NO2,18.85,2013,4,113
California,Long Beach,O3,0.0455,2013,4,113
California,Long Beach,SO2,1.275,2013,4,113
California,Long Beach,CO,0.4,2013,4,114
California,Long Beach,NO2,16.1,2013,4,114
California,Long Beach,O3,0.040999999999999995,2013,4,114
California,Long Beach,SO2,0.95,2013,4,114
California,Long Beach,CO,0.4,2013,4,115
California,Long Beach,NO2,21.15,2013,4,115
California,Long Beach,O3,0.0345,2013,4,115
California,Long Beach,SO2,1.875,2013,4,115
California,Long Beach,CO,0.575,2013,4,116
California,Long Beach,NO2,30.25,2013,4,116
California,Long Beach,O3,0.036000000000000004,2013,4,116
California,Long Beach,SO2,2.225,2013,4,116
California,Long Beach,CO,0.55,2013,4,117
California,Long Beach,NO2,30.0,2013,4,117
California,Long Beach,O3,0.0445,2013,4,117
California,Long Beach,SO2,3.5,2013,4,117
California,Long Beach,CO,0.35,2013,4,118
California,Long Beach,NO2,10.9,2013,4,118
California,Long Beach,O3,0.0515,2013,4,118
California,Long Beach,SO2,0.5,2013,4,118
California,Long Beach,CO,0.35,2013,4,119
California,Long Beach,NO2,14.9,2013,4,119
California,Long Beach,O3,0.0435,2013,4,119
California,Long Beach,SO2,0.5,2013,4,119
California,Long Beach,CO,0.35,2013,4,120
California,Long Beach,NO2,8.5,2013,4,120
California,Long Beach,O3,0.0465,2013,4,120
California,Long Beach,SO2,0.0,2013,4,120
California,Long Beach,CO,0.35,2013,5,121
California,Long Beach,NO2,21.2,2013,5,121
California,Long Beach,O3,0.042,2013,5,121
California,Long Beach,SO2,0.425,2013,5,121
California,Long Beach,CO,0.625,2013,5,122
California,Long Beach,NO2,33.85,2013,5,122
California,Long Beach,O3,0.046,2013,5,122
California,Long Beach,SO2,1.1,2013,5,122
California,Long Beach,CO,1.125,2013,5,123
California,Long Beach,NO2,64.15,2013,5,123
California,Long Beach,O3,0.0615,2013,5,123
California,Long Beach,SO2,2.45,2013,5,123
California,Long Beach,CO,0.45,2013,5,124
California,Long Beach,NO2,6.8,2013,5,124
California,Long Beach,O3,0.055,2013,5,124
California,Long Beach,SO2,0.0,2013,5,124
California,Long Beach,CO,0.4,2013,5,125
California,Long Beach,NO2,4.0,2013,5,125
California,Long Beach,O3,0.048,2013,5,125
California,Long Beach,SO2,0.0,2013,5,125
California,Long Beach,CO,0.4,2013,5,126
California,Long Beach,NO2,16.3,2013,5,126
California,Long Beach,O3,0.034,2013,5,126
California,Long Beach,SO2,0.0,2013,5,126
California,Long Beach,CO,0.65,2013,5,127
California,Long Beach,NO2,29.8,2013,5,127
California,Long Beach,O3,0.040999999999999995,2013,5,127
California,Long Beach,SO2,0.45,2013,5,127
California,Long Beach,CO,0.4,2013,5,128
California,Long Beach,NO2,21.8,2013,5,128
California,Long Beach,O3,0.036000000000000004,2013,5,128
California,Long Beach,SO2,0.9,2013,5,128
California,Long Beach,CO,0.55,2013,5,129
California,Long Beach,NO2,32.6,2013,5,129
California,Long Beach,O3,0.036000000000000004,2013,5,129
California,Long Beach,SO2,0.7,2013,5,129
California,Long Beach,CO,0.45,2013,5,130
California,Long Beach,NO2,20.75,2013,5,130
California,Long Beach,O3,0.0425,2013,5,130
California,Long Beach,SO2,6.425,2013,5,130
California,Long Beach,CO,0.4,2013,5,131
California,Long Beach,NO2,21.85,2013,5,131
California,Long Beach,O3,0.052000000000000005,2013,5,131
California,Long Beach,SO2,0.0,2013,5,131
California,Long Beach,CO,0.475,2013,5,132
California,Long Beach,NO2,30.1,2013,5,132
California,Long Beach,O3,0.0675,2013,5,132
California,Long Beach,SO2,1.175,2013,5,132
California,Long Beach,CO,0.7,2013,5,133
California,Long Beach,NO2,55.5,2013,5,133
California,Long Beach,O3,0.053000000000000005,2013,5,133
California,Long Beach,SO2,2.25,2013,5,133
California,Long Beach,CO,0.375,2013,5,134
California,Long Beach,NO2,19.3,2013,5,134
California,Long Beach,O3,0.036000000000000004,2013,5,134
California,Long Beach,SO2,1.15,2013,5,134
California,Long Beach,CO,0.35,2013,5,135
California,Long Beach,NO2,18.05,2013,5,135
California,Long Beach,O3,0.0425,2013,5,135
California,Long Beach,SO2,0.25,2013,5,135
California,Long Beach,CO,0.35,2013,5,136
California,Long Beach,NO2,20.35,2013,5,136
California,Long Beach,O3,0.043,2013,5,136
California,Long Beach,SO2,1.7999999999999998,2013,5,136
California,Long Beach,CO,0.325,2013,5,137
California,Long Beach,NO2,12.8,2013,5,137
California,Long Beach,O3,0.0415,2013,5,137
California,Long Beach,SO2,0.55,2013,5,137
California,Long Beach,CO,0.35,2013,5,138
California,Long Beach,NO2,17.1,2013,5,138
California,Long Beach,O3,0.043,2013,5,138
California,Long Beach,SO2,0.025,2013,5,138
California,Long Beach,CO,0.375,2013,5,139
California,Long Beach,NO2,14.5,2013,5,139
California,Long Beach,O3,0.0475,2013,5,139
California,Long Beach,SO2,0.575,2013,5,139
California,Long Beach,CO,0.35,2013,5,140
California,Long Beach,NO2,17.450000000000006,2013,5,140
California,Long Beach,O3,0.046,2013,5,140
California,Long Beach,SO2,0.9,2013,5,140
California,Long Beach,CO,0.35,2013,5,141
California,Long Beach,NO2,16.1,2013,5,141
California,Long Beach,O3,0.046,2013,5,141
California,Long Beach,SO2,0.525,2013,5,141
California,Long Beach,CO,0.375,2013,5,142
