state,city,pollutant,value,year,month,day
California,Vandenberg Air Force Base,SO2,1.0,2015,6,152
California,Vandenberg Air Force Base,CO,0.0,2015,6,153
California,Vandenberg Air Force Base,NO2,0.0,2015,6,153
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,6,153
California,Vandenberg Air Force Base,SO2,0.5,2015,6,153
California,Vandenberg Air Force Base,CO,0.0,2015,6,154
California,Vandenberg Air Force Base,NO2,0.0,2015,6,154
California,Vandenberg Air Force Base,O3,0.034,2015,6,154
California,Vandenberg Air Force Base,SO2,0.5,2015,6,154
California,Vandenberg Air Force Base,CO,0.0,2015,6,155
California,Vandenberg Air Force Base,NO2,0.0,2015,6,155
California,Vandenberg Air Force Base,O3,0.034,2015,6,155
California,Vandenberg Air Force Base,SO2,0.0,2015,6,155
California,Vandenberg Air Force Base,CO,0.0,2015,6,156
California,Vandenberg Air Force Base,NO2,0.0,2015,6,156
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,6,156
California,Vandenberg Air Force Base,SO2,0.5,2015,6,156
California,Vandenberg Air Force Base,CO,0.05,2015,6,157
California,Vandenberg Air Force Base,NO2,0.0,2015,6,157
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,6,157
California,Vandenberg Air Force Base,SO2,0.5,2015,6,157
California,Vandenberg Air Force Base,CO,0.05,2015,6,158
California,Vandenberg Air Force Base,NO2,0.0,2015,6,158
California,Vandenberg Air Force Base,O3,0.035,2015,6,158
California,Vandenberg Air Force Base,SO2,0.5,2015,6,158
California,Vandenberg Air Force Base,CO,0.0,2015,6,159
California,Vandenberg Air Force Base,NO2,0.0,2015,6,159
California,Vandenberg Air Force Base,O3,0.032,2015,6,159
California,Vandenberg Air Force Base,SO2,0.5,2015,6,159
California,Vandenberg Air Force Base,CO,0.0,2015,6,160
California,Vandenberg Air Force Base,NO2,2.0,2015,6,160
California,Vandenberg Air Force Base,O3,0.042,2015,6,160
California,Vandenberg Air Force Base,SO2,0.5,2015,6,160
California,Vandenberg Air Force Base,CO,0.05,2015,6,161
California,Vandenberg Air Force Base,NO2,2.0,2015,6,161
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,6,161
California,Vandenberg Air Force Base,SO2,0.5,2015,6,161
California,Vandenberg Air Force Base,CO,0.05,2015,6,162
California,Vandenberg Air Force Base,NO2,0.0,2015,6,162
California,Vandenberg Air Force Base,O3,0.035,2015,6,162
California,Vandenberg Air Force Base,SO2,2.0,2015,6,162
California,Vandenberg Air Force Base,CO,0.0,2015,6,163
California,Vandenberg Air Force Base,NO2,0.0,2015,6,163
California,Vandenberg Air Force Base,O3,0.034,2015,6,163
California,Vandenberg Air Force Base,SO2,0.5,2015,6,163
California,Vandenberg Air Force Base,CO,0.0,2015,6,164
California,Vandenberg Air Force Base,NO2,0.0,2015,6,164
California,Vandenberg Air Force Base,O3,0.035,2015,6,164
California,Vandenberg Air Force Base,SO2,0.5,2015,6,164
California,Vandenberg Air Force Base,CO,0.0,2015,6,165
California,Vandenberg Air Force Base,NO2,0.0,2015,6,165
California,Vandenberg Air Force Base,O3,0.038,2015,6,165
California,Vandenberg Air Force Base,SO2,0.5,2015,6,165
California,Vandenberg Air Force Base,CO,0.0,2015,6,166
California,Vandenberg Air Force Base,NO2,0.0,2015,6,166
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,6,166
California,Vandenberg Air Force Base,SO2,0.5,2015,6,166
California,Vandenberg Air Force Base,CO,0.0,2015,6,167
California,Vandenberg Air Force Base,NO2,0.0,2015,6,167
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,6,167
California,Vandenberg Air Force Base,SO2,0.5,2015,6,167
California,Vandenberg Air Force Base,CO,0.0,2015,6,168
California,Vandenberg Air Force Base,NO2,0.0,2015,6,168
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,6,168
California,Vandenberg Air Force Base,SO2,0.5,2015,6,168
California,Vandenberg Air Force Base,CO,0.0,2015,6,169
California,Vandenberg Air Force Base,NO2,3.0,2015,6,169
California,Vandenberg Air Force Base,O3,0.038,2015,6,169
California,Vandenberg Air Force Base,SO2,0.5,2015,6,169
California,Vandenberg Air Force Base,CO,0.0,2015,6,170
California,Vandenberg Air Force Base,NO2,4.0,2015,6,170
California,Vandenberg Air Force Base,O3,0.032,2015,6,170
California,Vandenberg Air Force Base,SO2,0.5,2015,6,170
California,Vandenberg Air Force Base,CO,0.0,2015,6,171
California,Vandenberg Air Force Base,NO2,0.0,2015,6,171
California,Vandenberg Air Force Base,O3,0.032,2015,6,171
California,Vandenberg Air Force Base,SO2,0.5,2015,6,171
California,Vandenberg Air Force Base,CO,0.0,2015,6,172
California,Vandenberg Air Force Base,NO2,0.0,2015,6,172
California,Vandenberg Air Force Base,O3,0.038,2015,6,172
California,Vandenberg Air Force Base,SO2,0.5,2015,6,172
California,Vandenberg Air Force Base,CO,0.0,2015,6,173
California,Vandenberg Air Force Base,NO2,0.0,2015,6,173
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,6,173
California,Vandenberg Air Force Base,SO2,1.0,2015,6,173
California,Vandenberg Air Force Base,CO,0.0,2015,6,174
California,Vandenberg Air Force Base,NO2,0.0,2015,6,174
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,6,174
California,Vandenberg Air Force Base,SO2,0.5,2015,6,174
California,Vandenberg Air Force Base,CO,0.1,2015,6,175
California,Vandenberg Air Force Base,NO2,0.0,2015,6,175
California,Vandenberg Air Force Base,O3,0.032,2015,6,175
California,Vandenberg Air Force Base,SO2,0.5,2015,6,175
California,Vandenberg Air Force Base,CO,0.1,2015,6,176
California,Vandenberg Air Force Base,NO2,4.0,2015,6,176
California,Vandenberg Air Force Base,O3,0.027999999999999997,2015,6,176
California,Vandenberg Air Force Base,SO2,0.5,2015,6,176
California,Vandenberg Air Force Base,CO,0.1,2015,6,177
California,Vandenberg Air Force Base,NO2,0.0,2015,6,177
California,Vandenberg Air Force Base,O3,0.028999999999999998,2015,6,177
California,Vandenberg Air Force Base,SO2,0.5,2015,6,177
California,Vandenberg Air Force Base,CO,0.1,2015,6,178
California,Vandenberg Air Force Base,NO2,0.0,2015,6,178
California,Vandenberg Air Force Base,O3,0.022000000000000002,2015,6,178
California,Vandenberg Air Force Base,SO2,0.5,2015,6,178
California,Vandenberg Air Force Base,CO,0.1,2015,6,179
California,Vandenberg Air Force Base,NO2,0.0,2015,6,179
California,Vandenberg Air Force Base,O3,0.025,2015,6,179
California,Vandenberg Air Force Base,SO2,0.5,2015,6,179
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,6,180
California,Vandenberg Air Force Base,NO2,0.0,2015,6,180
California,Vandenberg Air Force Base,O3,0.034,2015,6,180
California,Vandenberg Air Force Base,SO2,0.5,2015,6,180
California,Vandenberg Air Force Base,CO,0.2,2015,6,181
California,Vandenberg Air Force Base,NO2,0.0,2015,6,181
California,Vandenberg Air Force Base,O3,0.028999999999999998,2015,6,181
California,Vandenberg Air Force Base,SO2,0.5,2015,6,181
California,Vandenberg Air Force Base,CO,0.2,2015,7,182
California,Vandenberg Air Force Base,NO2,0.0,2015,7,182
California,Vandenberg Air Force Base,O3,0.027000000000000003,2015,7,182
California,Vandenberg Air Force Base,SO2,0.5,2015,7,182
California,Vandenberg Air Force Base,CO,0.2,2015,7,183
California,Vandenberg Air Force Base,NO2,2.0,2015,7,183
California,Vandenberg Air Force Base,O3,0.024,2015,7,183
California,Vandenberg Air Force Base,SO2,0.5,2015,7,183
California,Vandenberg Air Force Base,CO,0.2,2015,7,184
California,Vandenberg Air Force Base,NO2,0.0,2015,7,184
California,Vandenberg Air Force Base,O3,0.023,2015,7,184
California,Vandenberg Air Force Base,SO2,0.5,2015,7,184
California,Vandenberg Air Force Base,CO,0.2,2015,7,185
California,Vandenberg Air Force Base,NO2,0.0,2015,7,185
California,Vandenberg Air Force Base,O3,0.028999999999999998,2015,7,185
California,Vandenberg Air Force Base,SO2,0.5,2015,7,185
California,Vandenberg Air Force Base,CO,0.2,2015,7,186
California,Vandenberg Air Force Base,NO2,0.0,2015,7,186
California,Vandenberg Air Force Base,O3,0.027999999999999997,2015,7,186
California,Vandenberg Air Force Base,SO2,0.5,2015,7,186
California,Vandenberg Air Force Base,CO,0.2,2015,7,187
California,Vandenberg Air Force Base,NO2,0.0,2015,7,187
California,Vandenberg Air Force Base,O3,0.026000000000000002,2015,7,187
California,Vandenberg Air Force Base,SO2,0.5,2015,7,187
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,7,188
California,Vandenberg Air Force Base,NO2,0.0,2015,7,188
California,Vandenberg Air Force Base,O3,0.025,2015,7,188
California,Vandenberg Air Force Base,SO2,0.0,2015,7,188
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,7,189
California,Vandenberg Air Force Base,NO2,0.0,2015,7,189
California,Vandenberg Air Force Base,O3,0.026000000000000002,2015,7,189
California,Vandenberg Air Force Base,SO2,0.0,2015,7,189
California,Vandenberg Air Force Base,CO,0.2,2015,7,190
California,Vandenberg Air Force Base,NO2,0.0,2015,7,190
California,Vandenberg Air Force Base,O3,0.027999999999999997,2015,7,190
California,Vandenberg Air Force Base,SO2,0.5,2015,7,190
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,7,191
California,Vandenberg Air Force Base,NO2,1.0,2015,7,191
California,Vandenberg Air Force Base,O3,0.026000000000000002,2015,7,191
California,Vandenberg Air Force Base,SO2,0.0,2015,7,191
California,Vandenberg Air Force Base,CO,0.2,2015,7,192
California,Vandenberg Air Force Base,NO2,1.0,2015,7,192
California,Vandenberg Air Force Base,O3,0.027999999999999997,2015,7,192
California,Vandenberg Air Force Base,SO2,0.5,2015,7,192
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,7,193
California,Vandenberg Air Force Base,NO2,1.0,2015,7,193
California,Vandenberg Air Force Base,O3,0.027999999999999997,2015,7,193
California,Vandenberg Air Force Base,SO2,0.0,2015,7,193
California,Vandenberg Air Force Base,CO,0.2,2015,7,194
California,Vandenberg Air Force Base,NO2,1.0,2015,7,194
California,Vandenberg Air Force Base,O3,0.022000000000000002,2015,7,194
California,Vandenberg Air Force Base,SO2,0.5,2015,7,194
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,7,195
California,Vandenberg Air Force Base,NO2,0.0,2015,7,195
California,Vandenberg Air Force Base,O3,0.027000000000000003,2015,7,195
California,Vandenberg Air Force Base,SO2,0.5,2015,7,195
California,Vandenberg Air Force Base,CO,0.1,2015,7,196
California,Vandenberg Air Force Base,NO2,2.0,2015,7,196
California,Vandenberg Air Force Base,O3,0.032,2015,7,196
California,Vandenberg Air Force Base,SO2,0.5,2015,7,196
California,Vandenberg Air Force Base,CO,0.1,2015,7,197
California,Vandenberg Air Force Base,NO2,0.0,2015,7,197
California,Vandenberg Air Force Base,O3,0.034,2015,7,197
California,Vandenberg Air Force Base,SO2,0.5,2015,7,197
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,7,198
California,Vandenberg Air Force Base,NO2,2.0,2015,7,198
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,7,198
California,Vandenberg Air Force Base,SO2,0.5,2015,7,198
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,7,199
California,Vandenberg Air Force Base,NO2,5.0,2015,7,199
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,7,199
California,Vandenberg Air Force Base,SO2,0.5,2015,7,199
California,Vandenberg Air Force Base,CO,0.2,2015,7,200
California,Vandenberg Air Force Base,NO2,2.0,2015,7,200
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,7,200
California,Vandenberg Air Force Base,SO2,0.5,2015,7,200
California,Vandenberg Air Force Base,CO,0.2,2015,7,201
California,Vandenberg Air Force Base,NO2,1.0,2015,7,201
California,Vandenberg Air Force Base,O3,0.028999999999999998,2015,7,201
California,Vandenberg Air Force Base,SO2,0.5,2015,7,201
California,Vandenberg Air Force Base,CO,0.2,2015,7,202
California,Vandenberg Air Force Base,NO2,1.0,2015,7,202
California,Vandenberg Air Force Base,O3,0.023,2015,7,202
California,Vandenberg Air Force Base,SO2,0.0,2015,7,202
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,7,203
California,Vandenberg Air Force Base,NO2,0.0,2015,7,203
California,Vandenberg Air Force Base,O3,0.018000000000000002,2015,7,203
California,Vandenberg Air Force Base,SO2,0.0,2015,7,203
California,Vandenberg Air Force Base,CO,0.0,2015,7,208
California,Vandenberg Air Force Base,NO2,0.0,2015,7,208
California,Vandenberg Air Force Base,O3,0.03,2015,7,208
California,Vandenberg Air Force Base,SO2,0.65,2015,7,208
California,Vandenberg Air Force Base,CO,0.0,2015,7,209
California,Vandenberg Air Force Base,NO2,0.0,2015,7,209
California,Vandenberg Air Force Base,O3,0.032,2015,7,209
California,Vandenberg Air Force Base,SO2,1.15,2015,7,209
California,Vandenberg Air Force Base,CO,0.1,2015,7,210
California,Vandenberg Air Force Base,NO2,0.0,2015,7,210
California,Vandenberg Air Force Base,O3,0.032,2015,7,210
California,Vandenberg Air Force Base,SO2,1.3,2015,7,210
California,Vandenberg Air Force Base,CO,0.2,2015,7,211
California,Vandenberg Air Force Base,NO2,0.0,2015,7,211
California,Vandenberg Air Force Base,O3,0.03,2015,7,211
California,Vandenberg Air Force Base,SO2,1.3,2015,7,211
California,Vandenberg Air Force Base,CO,0.2,2015,7,212
California,Vandenberg Air Force Base,NO2,0.0,2015,7,212
California,Vandenberg Air Force Base,O3,0.024,2015,7,212
California,Vandenberg Air Force Base,SO2,1.0,2015,7,212
California,Vandenberg Air Force Base,CO,0.2,2015,8,213
California,Vandenberg Air Force Base,NO2,0.0,2015,8,213
California,Vandenberg Air Force Base,O3,0.026000000000000002,2015,8,213
California,Vandenberg Air Force Base,SO2,1.5,2015,8,213
California,Vandenberg Air Force Base,CO,0.2,2015,8,214
California,Vandenberg Air Force Base,NO2,0.0,2015,8,214
California,Vandenberg Air Force Base,O3,0.028999999999999998,2015,8,214
California,Vandenberg Air Force Base,SO2,1.5,2015,8,214
California,Vandenberg Air Force Base,CO,0.2,2015,8,215
California,Vandenberg Air Force Base,NO2,0.0,2015,8,215
California,Vandenberg Air Force Base,O3,0.028999999999999998,2015,8,215
California,Vandenberg Air Force Base,SO2,1.5,2015,8,215
California,Vandenberg Air Force Base,CO,0.2,2015,8,216
California,Vandenberg Air Force Base,NO2,3.0,2015,8,216
California,Vandenberg Air Force Base,O3,0.025,2015,8,216
California,Vandenberg Air Force Base,SO2,1.5,2015,8,216
California,Vandenberg Air Force Base,CO,0.2,2015,8,217
California,Vandenberg Air Force Base,NO2,0.0,2015,8,217
California,Vandenberg Air Force Base,O3,0.028999999999999998,2015,8,217
California,Vandenberg Air Force Base,SO2,1.5,2015,8,217
California,Vandenberg Air Force Base,CO,0.2,2015,8,218
California,Vandenberg Air Force Base,NO2,0.0,2015,8,218
California,Vandenberg Air Force Base,O3,0.03,2015,8,218
California,Vandenberg Air Force Base,SO2,1.5,2015,8,218
California,Vandenberg Air Force Base,CO,0.2,2015,8,219
California,Vandenberg Air Force Base,NO2,0.0,2015,8,219
California,Vandenberg Air Force Base,O3,0.031,2015,8,219
California,Vandenberg Air Force Base,SO2,2.0,2015,8,219
California,Vandenberg Air Force Base,CO,0.2,2015,8,220
California,Vandenberg Air Force Base,NO2,0.0,2015,8,220
California,Vandenberg Air Force Base,O3,0.032,2015,8,220
California,Vandenberg Air Force Base,SO2,2.0,2015,8,220
California,Vandenberg Air Force Base,CO,0.2,2015,8,221
California,Vandenberg Air Force Base,NO2,0.0,2015,8,221
California,Vandenberg Air Force Base,O3,0.03,2015,8,221
California,Vandenberg Air Force Base,SO2,2.0,2015,8,221
California,Vandenberg Air Force Base,CO,0.2,2015,8,222
California,Vandenberg Air Force Base,NO2,0.0,2015,8,222
California,Vandenberg Air Force Base,O3,0.031,2015,8,222
California,Vandenberg Air Force Base,SO2,1.5,2015,8,222
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,8,223
California,Vandenberg Air Force Base,NO2,0.0,2015,8,223
California,Vandenberg Air Force Base,O3,0.026000000000000002,2015,8,223
California,Vandenberg Air Force Base,SO2,1.0,2015,8,223
California,Vandenberg Air Force Base,CO,0.2,2015,8,224
California,Vandenberg Air Force Base,NO2,0.0,2015,8,224
California,Vandenberg Air Force Base,O3,0.025,2015,8,224
California,Vandenberg Air Force Base,SO2,0.5,2015,8,224
California,Vandenberg Air Force Base,CO,0.2,2015,8,225
California,Vandenberg Air Force Base,NO2,0.0,2015,8,225
California,Vandenberg Air Force Base,O3,0.025,2015,8,225
California,Vandenberg Air Force Base,SO2,0.0,2015,8,225
California,Vandenberg Air Force Base,CO,0.15000000000000002,2015,8,226
California,Vandenberg Air Force Base,NO2,0.0,2015,8,226
California,Vandenberg Air Force Base,O3,0.024,2015,8,226
California,Vandenberg Air Force Base,SO2,0.0,2015,8,226
California,Vandenberg Air Force Base,CO,0.2,2015,8,227
California,Vandenberg Air Force Base,NO2,0.0,2015,8,227
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,8,227
California,Vandenberg Air Force Base,SO2,0.5,2015,8,227
California,Vandenberg Air Force Base,CO,0.3,2015,8,228
California,Vandenberg Air Force Base,NO2,0.0,2015,8,228
California,Vandenberg Air Force Base,O3,0.033,2015,8,228
California,Vandenberg Air Force Base,SO2,0.5,2015,8,228
California,Vandenberg Air Force Base,CO,0.2,2015,8,229
California,Vandenberg Air Force Base,NO2,0.0,2015,8,229
California,Vandenberg Air Force Base,O3,0.038,2015,8,229
California,Vandenberg Air Force Base,SO2,0.5,2015,8,229
California,Vandenberg Air Force Base,CO,0.25,2015,8,230
California,Vandenberg Air Force Base,NO2,0.0,2015,8,230
California,Vandenberg Air Force Base,O3,0.042,2015,8,230
California,Vandenberg Air Force Base,SO2,0.5,2015,8,230
California,Vandenberg Air Force Base,CO,0.25,2015,8,231
California,Vandenberg Air Force Base,NO2,0.0,2015,8,231
California,Vandenberg Air Force Base,O3,0.042,2015,8,231
California,Vandenberg Air Force Base,SO2,0.5,2015,8,231
California,Vandenberg Air Force Base,CO,0.3,2015,8,232
California,Vandenberg Air Force Base,NO2,0.0,2015,8,232
California,Vandenberg Air Force Base,O3,0.046,2015,8,232
California,Vandenberg Air Force Base,SO2,0.5,2015,8,232
California,Vandenberg Air Force Base,CO,0.3,2015,8,233
California,Vandenberg Air Force Base,NO2,0.0,2015,8,233
California,Vandenberg Air Force Base,O3,0.042,2015,8,233
California,Vandenberg Air Force Base,SO2,0.65,2015,8,233
California,Vandenberg Air Force Base,CO,0.2,2015,8,234
California,Vandenberg Air Force Base,NO2,0.0,2015,8,234
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,8,234
California,Vandenberg Air Force Base,SO2,1.15,2015,8,234
California,Vandenberg Air Force Base,CO,0.2,2015,8,235
California,Vandenberg Air Force Base,NO2,0.0,2015,8,235
California,Vandenberg Air Force Base,O3,0.032,2015,8,235
California,Vandenberg Air Force Base,SO2,1.15,2015,8,235
California,Vandenberg Air Force Base,CO,0.3,2015,8,236
California,Vandenberg Air Force Base,NO2,0.0,2015,8,236
California,Vandenberg Air Force Base,O3,0.040999999999999995,2015,8,236
California,Vandenberg Air Force Base,SO2,0.5,2015,8,236
California,Vandenberg Air Force Base,CO,0.3,2015,8,237
California,Vandenberg Air Force Base,NO2,0.0,2015,8,237
California,Vandenberg Air Force Base,O3,0.04,2015,8,237
California,Vandenberg Air Force Base,SO2,0.5,2015,8,237
California,Vandenberg Air Force Base,CO,0.2,2015,8,238
California,Vandenberg Air Force Base,NO2,0.0,2015,8,238
California,Vandenberg Air Force Base,O3,0.038,2015,8,238
California,Vandenberg Air Force Base,SO2,0.5,2015,8,238
California,Vandenberg Air Force Base,CO,0.2,2015,8,239
California,Vandenberg Air Force Base,NO2,0.0,2015,8,239
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,8,239
California,Vandenberg Air Force Base,SO2,0.5,2015,8,239
California,Vandenberg Air Force Base,CO,0.2,2015,8,240
California,Vandenberg Air Force Base,NO2,0.0,2015,8,240
California,Vandenberg Air Force Base,O3,0.027999999999999997,2015,8,240
California,Vandenberg Air Force Base,SO2,0.5,2015,8,240
California,Vandenberg Air Force Base,CO,0.2,2015,8,241
California,Vandenberg Air Force Base,NO2,0.0,2015,8,241
California,Vandenberg Air Force Base,O3,0.026000000000000002,2015,8,241
California,Vandenberg Air Force Base,SO2,0.5,2015,8,241
California,Vandenberg Air Force Base,CO,0.2,2015,8,242
California,Vandenberg Air Force Base,NO2,0.0,2015,8,242
California,Vandenberg Air Force Base,O3,0.034,2015,8,242
California,Vandenberg Air Force Base,SO2,0.5,2015,8,242
California,Vandenberg Air Force Base,CO,0.2,2015,8,243
California,Vandenberg Air Force Base,NO2,0.0,2015,8,243
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,8,243
California,Vandenberg Air Force Base,SO2,1.0,2015,8,243
California,Vandenberg Air Force Base,CO,0.2,2015,9,244
California,Vandenberg Air Force Base,NO2,0.0,2015,9,244
California,Vandenberg Air Force Base,O3,0.034,2015,9,244
California,Vandenberg Air Force Base,SO2,1.0,2015,9,244
California,Vandenberg Air Force Base,CO,0.2,2015,9,245
California,Vandenberg Air Force Base,NO2,0.0,2015,9,245
California,Vandenberg Air Force Base,O3,0.032,2015,9,245
California,Vandenberg Air Force Base,SO2,1.0,2015,9,245
California,Vandenberg Air Force Base,CO,0.2,2015,9,246
California,Vandenberg Air Force Base,NO2,0.0,2015,9,246
California,Vandenberg Air Force Base,O3,0.035,2015,9,246
California,Vandenberg Air Force Base,SO2,1.0,2015,9,246
California,Vandenberg Air Force Base,CO,0.2,2015,9,247
California,Vandenberg Air Force Base,NO2,0.0,2015,9,247
California,Vandenberg Air Force Base,O3,0.031,2015,9,247
California,Vandenberg Air Force Base,SO2,1.15,2015,9,247
California,Vandenberg Air Force Base,CO,0.2,2015,9,248
California,Vandenberg Air Force Base,NO2,0.0,2015,9,248
California,Vandenberg Air Force Base,O3,0.034,2015,9,248
California,Vandenberg Air Force Base,SO2,1.0,2015,9,248
California,Vandenberg Air Force Base,CO,0.25,2015,9,249
California,Vandenberg Air Force Base,NO2,0.0,2015,9,249
California,Vandenberg Air Force Base,O3,0.051,2015,9,249
California,Vandenberg Air Force Base,SO2,0.0,2015,9,249
California,Vandenberg Air Force Base,CO,0.35,2015,9,250
California,Vandenberg Air Force Base,NO2,0.0,2015,9,250
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,9,250
California,Vandenberg Air Force Base,SO2,0.0,2015,9,250
California,Vandenberg Air Force Base,CO,0.35,2015,9,251
California,Vandenberg Air Force Base,NO2,0.0,2015,9,251
California,Vandenberg Air Force Base,O3,0.043,2015,9,251
California,Vandenberg Air Force Base,SO2,1.0,2015,9,251
California,Vandenberg Air Force Base,CO,0.2,2015,9,252
California,Vandenberg Air Force Base,NO2,0.0,2015,9,252
California,Vandenberg Air Force Base,O3,0.044000000000000004,2015,9,252
California,Vandenberg Air Force Base,SO2,1.5,2015,9,252
California,Vandenberg Air Force Base,CO,0.25,2015,9,253
California,Vandenberg Air Force Base,NO2,0.0,2015,9,253
California,Vandenberg Air Force Base,O3,0.036000000000000004,2015,9,253
California,Vandenberg Air Force Base,SO2,1.0,2015,9,253
California,Vandenberg Air Force Base,CO,0.25,2015,9,254
California,Vandenberg Air Force Base,NO2,3.0,2015,9,254
California,Vandenberg Air Force Base,O3,0.028999999999999998,2015,9,254
California,Vandenberg Air Force Base,SO2,1.5,2015,9,254
California,Vandenberg Air Force Base,CO,0.3,2015,9,255
California,Vandenberg Air Force Base,NO2,0.0,2015,9,255
California,Vandenberg Air Force Base,O3,0.032,2015,9,255
California,Vandenberg Air Force Base,SO2,0.0,2015,9,255
California,Vandenberg Air Force Base,CO,0.3,2015,9,256
California,Vandenberg Air Force Base,NO2,0.0,2015,9,256
California,Vandenberg Air Force Base,O3,0.033,2015,9,256
California,Vandenberg Air Force Base,SO2,0.5,2015,9,256
California,Vandenberg Air Force Base,CO,0.2,2015,9,257
California,Vandenberg Air Force Base,NO2,1.0,2015,9,257
California,Vandenberg Air Force Base,O3,0.032,2015,9,257
California,Vandenberg Air Force Base,SO2,1.5,2015,9,257
California,Vandenberg Air Force Base,CO,0.2,2015,9,258
California,Vandenberg Air Force Base,NO2,0.0,2015,9,258
California,Vandenberg Air Force Base,O3,0.038,2015,9,258
California,Vandenberg Air Force Base,SO2,0.5,2015,9,258
California,Vandenberg Air Force Base,CO,0.2,2015,9,259
California,Vandenberg Air Force Base,NO2,0.0,2015,9,259
California,Vandenberg Air Force Base,O3,0.038,2015,9,259
California,Vandenberg Air Force Base,SO2,1.0,2015,9,259
California,Vandenberg Air Force Base,CO,0.2,2015,9,260
California,Vandenberg Air Force Base,NO2,0.0,2015,9,260
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,9,260
California,Vandenberg Air Force Base,SO2,1.0,2015,9,260
California,Vandenberg Air Force Base,CO,0.2,2015,9,261
California,Vandenberg Air Force Base,NO2,1.0,2015,9,261
California,Vandenberg Air Force Base,O3,0.049,2015,9,261
California,Vandenberg Air Force Base,SO2,1.0,2015,9,261
California,Vandenberg Air Force Base,CO,0.2,2015,9,262
California,Vandenberg Air Force Base,NO2,2.0,2015,9,262
California,Vandenberg Air Force Base,O3,0.055999999999999994,2015,9,262
California,Vandenberg Air Force Base,SO2,1.65,2015,9,262
California,Vandenberg Air Force Base,CO,0.25,2015,9,263
California,Vandenberg Air Force Base,NO2,2.0,2015,9,263
California,Vandenberg Air Force Base,O3,0.06,2015,9,263
California,Vandenberg Air Force Base,SO2,1.65,2015,9,263
California,Vandenberg Air Force Base,CO,0.3,2015,9,264
California,Vandenberg Air Force Base,NO2,1.0,2015,9,264
California,Vandenberg Air Force Base,O3,0.046,2015,9,264
California,Vandenberg Air Force Base,SO2,1.5,2015,9,264
California,Vandenberg Air Force Base,CO,0.25,2015,9,265
California,Vandenberg Air Force Base,NO2,1.0,2015,9,265
California,Vandenberg Air Force Base,O3,0.035,2015,9,265
California,Vandenberg Air Force Base,SO2,0.5,2015,9,265
California,Vandenberg Air Force Base,CO,0.25,2015,9,266
California,Vandenberg Air Force Base,NO2,0.0,2015,9,266
California,Vandenberg Air Force Base,O3,0.037000000000000005,2015,9,266
California,Vandenberg Air Force Base,SO2,1.0,2015,9,266
California,Vandenberg Air Force Base,CO,0.3,2015,9,267
California,Vandenberg Air Force Base,NO2,1.0,2015,9,267
California,Vandenberg Air Force Base,O3,0.048,2015,9,267
California,Vandenberg Air Force Base,SO2,1.0,2015,9,267
California,Vandenberg Air Force Base,CO,0.25,2015,9,268
California,Vandenberg Air Force Base,NO2,1.0,2015,9,268
California,Vandenberg Air Force Base,O3,0.035,2015,9,268
California,Vandenberg Air Force Base,SO2,0.5,2015,9,268
California,Vandenberg Air Force Base,CO,0.3,2015,9,269
California,Vandenberg Air Force Base,NO2,0.0,2015,9,269
California,Vandenberg Air Force Base,O3,0.03,2015,9,269
California,Vandenberg Air Force Base,SO2,1.0,2015,9,269
California,Vandenberg Air Force Base,CO,0.25,2015,9,270
California,Vandenberg Air Force Base,NO2,0.0,2015,9,270
California,Vandenberg Air Force Base,O3,0.032,2015,9,270
California,Vandenberg Air Force Base,SO2,1.0,2015,9,270
California,Vandenberg Air Force Base,CO,0.25,2015,9,271
California,Vandenberg Air Force Base,NO2,0.0,2015,9,271
California,Vandenberg Air Force Base,O3,0.035,2015,9,271
California,Vandenberg Air Force Base,SO2,1.5,2015,9,271
California,Vandenberg Air Force Base,CO,0.3,2015,9,272
California,Vandenberg Air Force Base,NO2,0.0,2015,9,272
